name,num,units,fall,spring,prereqs,coreqs
2D Media Studio: Drawing,60150,10,1,0,[],[]
Senior Studio,60401,20,1,0,[],[]
Senior Review,60400,0,1,1,[],[]
Production Management,93852,6,1,0,[],[]
Digital Content & Delivery,93853,6,0,1,[],[]
"Film Economics, Marketing & Distribution",93851,12,1,0,[],[]
Business Development,93856,6,1,0,[],[]
Business of Gaming,93857,4,0,1,[],[]
Film Acquistion,93854,3,0,1,[],[]
Intellectural Property,93855,6,0,1,[],[]
Independent Study,95911,1,1,1,[],[]
Elective Studio (Jazz Piano I Class),57106,3,0,1,[],[]
Elective Studio (Beginning Piano),57104,3,0,1,[],[]
Elective Studio (Jazz Piano I Class),57105,3,1,0,[],[]
Production Preparation III,54362,9,0,1,[],[]
Elective Studio (Jazz Piano II Class),57107,3,1,0,[],[]
Convocation,57100,1,1,1,[],[]
Introduction to Music Technology,57101,6,1,1,[],[]
Finale,57102,6,0,1,"[[57101], [57171]]",[]
Graduate Scenic Painting 2,54837,4,1,0,[],[]
Systems: Project Planning,90884,3,1,0,[],[]
Washington Seminar,90888,3,1,0,[],[]
Elective Studio  (Jazz Piano II Class),57108,3,0,1,[],[]
Elective Studio (Guitar Class),57109,3,1,1,[],[]
Technical Direction IV,54480,6,0,1,[[447]],[]
Ubiquitous Computing,5837,12,0,1,[],[]
Dramaturgy: Production II,54488,1,0,1,[],[]
Dramaturgy: Internship,54489,9,1,0,[],[]
Managerial Economics,45710,6,1,0,[],[]
Global Economics,45711,6,1,1,[],[]
Large Format Photography: The Antiquarian Avant-Garde,62375,10,1,0,"[[60141], [62141]]",[]
Honors Thesis,80695,6,1,1,[],[]
MSCF Options,46973,6,1,0,[],[]
Independent Study: Research,10620,6,0,1,[],[]
Combinatorics,21301,9,1,1,"[[15251, 21122], [21122, 21228]]",[]
Basic Logic,21300,9,1,0,"[[15251], [21228], [21373]]",[]
MSCF Studies in Financial Engineering,46977,6,1,0,[],[]
Financial Optimization,46976,6,1,0,[],[]
Macro for Computational Finance,46975,6,0,1,[],[]
Financial Products and Markets,46974,6,0,1,[],[]
Ethics and Decision Making in Architecture,48383,6,0,1,[],[]
Real Estate Design and Development,48380,6,0,1,[],[]
Financial Economics for Comp Finance,46978,6,1,0,[],[]
Mathematical Methods for Chemists,9231,9,1,0,"[[9106, 21122], [9106, 21124]]",[]
Graduate Design Studio Lab,51705,3,1,0,[],[]
MCS Honors Research,38455,6,1,0,[],[]
Graduate Advanced System Design,54805,9,1,0,[],[]
M.F.A. Writing Seminar,60711,4.5,1,1,[],[]
Graduate Professional Preparation,54800,3,0,1,[],[]
Student Taught Courses (StuCo): Introduction to IOS Development,98222,3,1,1,[],[]
Applied Internship for Fall,54803,8,1,0,[],[]
Undergraduate Research,3445,1,1,1,[],[]
The Strategy and Management of Technological Innovation,90880,12,0,1,[],[]
Visual Processes,51707,6,1,0,[],[]
Theatre Lab III,54809,9,1,0,[],[]
Molecular Biology,3442,9,1,1,[[333]],[]
Brass Methods,57360,3,1,0,[],[]
Percussion Methods,57361,3,1,0,[],[]
Woodwind Methods,57362,3,0,1,[],[]
String Methods,57363,3,0,1,[],[]
Conducting Practicum,57364,3,1,1,[],[]
Automation of Biological Research:,2750,12,1,0,[],[]
Supervised Recording Teaching,57367,6,1,1,[],[]
Context,48250,9,1,0,[],[]
Supervised Solfege Teaching,57369,6,1,1,[],[]
Dramatic Writing Thesis,54893,9,1,0,[],[]
Making Sense of Stories,79197,9,1,0,[],[]
Public Expenditure Analysis,90774,12,0,1,[],[]
Computing for the Arts with Processing,48257,9,1,1,[],[]
INI MSIT Project Practicum,14798,24,1,0,[],[]
Graduate History of Clothing,54745,4,1,0,[],[]
Financial Statement Analysis,70428,9,1,1,[[12]],[]
"China Inside Out: Going Global, 19th to 21st Centuries",79292,9,1,0,[],[]
Major Studio (Harp),57503,9,1,1,[],[]
Corporate Financial Reporting,70424,9,1,1,[[12]],[]
Sophomore Projects,18232,3,0,1,[],[]
Sophomore Projects,18231,1,1,0,[],[]
Inward Odyssey,79293,9,0,1,[],[]
Modern Physics Laboratory,33340,10,0,1,"[[33234, 33331], [33234, 33338], [33234, 33341]]",[]
Thermal Physics I,33341,10,1,0,"[[33232], [33234]]",[]
Thermal Physics II,33342,10,0,1,[[334]],[]
Internship,14797,0,1,0,[],[]
Undergraduate Research,36490,9,0,1,[[640]],[[640]]
Study Abroad,9050,0,1,1,[],[]
Practicum in Statistics,36497,1,0,1,[],[]
Playwriting IV,54892,15,0,1,[],[]
Galleries & Auction Houses: Economics of the Art Market,62714,6,1,0,[],[]
Business English,94701,6,1,1,[],[]
Organizational Design & Implementation,94700,6,1,1,[],[]
Score Reading Keyboard Harmony:,57969,6,0,1,[],[]
Topics in Movement and Dance,57313,1.5,1,1,[[721]],[]
E-Business Technology and Management,95730,12,1,0,[],[]
Practicum (Percussion/Piano),57963,1.5,1,1,[],[]
Growing Theatre Community Outreach,62483,6,1,0,[],[]
Dramaturgy: Production II,54487,1,1,0,[],[]
Policy Topics: International Development Policy,90896,6,0,1,[],[]
Sound Recording for Music Majors,57967,6,0,1,[],[]
Repertoire Analysis,57965,6,1,1,[],[]
Classical Electrodynamics II,33762,12,0,1,[],[]
Logic and Artificial Intelligence,80314,9,0,1,[],[]
History of Architecture and Decor: Ancients to Gothic,54240,4,0,1,[],[]
Classical Electrodynamics I,33761,12,1,0,[],[]
History of Clothing 2,54246,6,0,1,[],[]
Biophysics: From Basic Concepts to Current Research,33767,12,0,1,[],[]
Statistical Mechanics,33765,12,0,1,[],[]
Information Technology for Finance,70339,9,0,1,[[39]],[]
Integrated Circuit Design Project,18525,12,1,0,"[[18310, 18320], [18320, 18340], [18320, 18341], [18320, 18415], [18320, 18450], [18320, 18491]]",[]
Quantum Mechanics III: Many Body and Relativistic Systems,33769,12,1,0,[],[]
Government and Business,45875,6,1,0,[],[]
Meaning in Images,62374,9,1,0,[],[]
Policies of Wireless Systems and the Internet,18650,12,1,0,[],[]
Fundamentals of Electromagnetics,18300,12,1,0,[[822]],[]
Scenic Design: Modern Classical,54832,9,0,1,[],[]
Technology Strategy,45872,6,0,1,[],[]
Heat Transfer,24322,10,1,0,"[[21260], [24221], [24231]]",[]
Thermal-Fluids Experimentation,24321,12,0,1,"[[24221], [24231], [24322]]",[]
Trade & Investment Strategy,45871,6,1,0,[],[]
Products in Systems: ID IV,51312,9,0,1,[[131]],[]
Tepper Seminar Theatre Theory,54062,9,0,1,[],[]
Real Estate Design and Development,48725,9,1,0,[],[]
Strategic Corporate Management,45870,6,0,1,[],[]
Building Controls and Diagnostics,48721,12,0,1,[],[]
Study Abroad,3050,0,1,0,[],[]
Study Abroad,3051,0,0,1,[],[]
Web Design Lab,76488,3,1,1,"[[76270, 76382], [76270, 76383], [76270, 76391], [76271, 76382], [76271, 76383], [76271, 76391], [76379, 76382], [76379, 76383], [76379, 76391]]",[]
Major Vocal Performance Ensemble,57817,6,1,1,[],[]
Study Abroad,39051,0,0,1,[],[]
Business Analytics Capstone,45959,12,0,1,[],[]
Ensemble Elective,57810,3,1,1,[],[]
MSCF Finance,46972,6,1,0,[],[]
Writing for Multimedia,76481,12,1,0,"[[51261, 76270], [51261, 76271], [51262, 76270], [51262, 76271], [76270, 76391], [76271, 76391]]",[]
Transnational Feminism,79723,12,0,1,[],[]
Operations Research Implementations,45950,6,1,0,[],[]
Business Networks,45951,6,1,0,[],[]
Major Instrumental Ensemble,57818,6,1,1,[],[]
Major Choral Ensemble,57819,6,1,1,[],[]
Communicating in the Global Marketplace,76318,9,0,1,"[[76270], [76271], [76272]]",[]
Environmental Rhetoric,76319,9,1,0,[[610]],[]
U.S. History 1877-1945,79248,9,1,0,[],[]
Machine Learning,18782,12,1,0,[],[]
Speech Recognition and Understanding,18781,12,1,0,[],[]
Study Abroad,67051,0,0,1,[],[]
Study Abroad,67050,0,1,0,[],[]
Transnational Poety and Performance,76467,9,1,0,[],[]
Creative Nonfiction Workshop:,76464,9,1,0,"[[76260], [76262], [76265], [76365], [76460]]",[]
Advanced Poetry Workshop,76465,9,1,1,[[636]],[]
Advanced Fiction Workshop,76462,9,0,1,[[646]],[]
Beginning Fiction Workshop,76460,9,1,1,[[626]],[]
Application Design and Development,67272,9,0,1,"[[15121], [15122]]",[]
Philosophy Senior Honors Thesis II,80502,9,0,1,[],[]
Research Outside the Book,76468,9,1,0,[],[]
Engineering Design I: Methods and Skills,24370,12,0,1,[],[[426]]
Neural Data Analysis,86631,9,1,0,[],[]
Text,54110,2,1,0,[],[[410]]
Department Research Honors,24491,3,1,1,[],[]
Mobile and Pervasive Computing Services,8781,9,0,1,[],[]
Singing Technique,54119,1,1,0,[],[]
Independent Study in the Computer Sciences,15689,9,0,1,[],[]
Managerial Economics,14774,6,1,1,[],[]
Business Management,14775,6,1,1,[],[]
Medical Anthropology,79332,9,0,1,[],[]
Body Politics: Women and Health in America,79331,9,1,0,[],[]
Modern Biology,3121,9,1,1,[],[]
How Biological Experiments Work - A Project Course,3127,9,0,1,[[312]],[]
Modern Biology Laboratory,3124,9,1,1,[],[[312]]
Neural Computation,15686,12,0,1,[],[]
Arabic Language and Culture I,82311,9,1,0,[],[]
Practicum in Computer Science,15998,1,1,1,[],[]
Philosophy Colloquium,80999,1,1,1,[],[]
Graduate Reading and Research,15997,1,1,1,[],[]
Immigration Course in Computer Science,15996,6,1,0,[],[]
Computer Science Colloquium,15990,0,1,1,[],[]
Apprenticeship,94899,0,1,1,[],[]
"Ethics, History, and Public Policy Project Course",79449,12,1,0,[],[]
Applied Internship,54804,8,0,1,[],[]
The Rise of the Asian Economies,88411,9,1,0,"[[73100], [73150], [88220]]",[]
International and Subnational Security,88414,9,1,0,[],[]
Negotiation:,88419,9,1,0,[],[]
Student Taught Courses (StuCo): Game Development on the Web,98232,3,1,0,[],[]
Elementary French II,82102,12,1,1,"[[82101], [82103]]",[]
Engineering Optimization,24785,12,1,0,[],[]
Modern Computer Algebra,15355,9,0,1,[[525]],[]
Computational Discrete Mathematics,15354,12,1,0,[[525]],[]
Engineering Computation,24780,12,1,0,[],[]
Engineering Computation Project,24781,0,1,0,[],[]
Special Topic: Digital Signal Processing for Computer Science,15423,12,0,0,[],[]
Stagecraft II,57757,9,1,0,[],[]
Database Theory and Practice for Creative Enterprises,93732,6,1,0,[],[]
Probability and Computing,15359,12,1,0,"[[15251], [21241], [21259]]",[]
Special Topics: Discovering Logic,15199,3,0,0,[],[]
Survey of Forms: Fiction,76260,9,1,1,[[610]],[]
Information Systems Applications,67475,12,1,0,[[737]],[]
Introduction to Historical Research,79200,12,1,1,[],[]
Communication and Marketing,57756,6,0,1,[],[]
20th Century Europe,79205,9,0,1,[],[]
Survey of Forms: Screenwriting,76269,9,1,1,[[610]],[]
Quantitative Methods,91600,0,1,0,[],[]
Legal Issues in Human Resources Management,91824,12,0,1,[],[]
Market Design,73315,9,0,1,"[[21120, 21256, 73100, 73230], [21120, 21259, 73100, 73230]]",[]
Human Resource Management,91822,12,0,1,[],[]
Network Situational Awareness,95855,12,1,0,[],[]
Interactive Art and Computational Design,51882,12,0,1,[],[]
Special Topics: Fundamentals Of Electric Power Systems,19472,12,1,0,[],[]
Ethical Issues in Management,91828,6,1,0,[],[]
Change Management,92800,6,1,0,[],[]
Production Preparation Grad III,54962,9,0,1,[],[]
Advanced Microeconomic Theory,73252,6,1,1,"[[21120, 21122, 21256, 73100, 73230], [21120, 21122, 21259, 73100, 73230]]",[]
Judicial Politics & Behavior,88309,9,1,0,[],[]
M.S. Research,6700,1,1,1,[],[]
Advanced Fluid Dynamics,6703,12,1,0,[],[]
Advanced Reaction Kinetics,6702,12,0,1,[],[]
Advanced Chemical Engineering Thermodynamics,6705,12,1,0,[],[]
Advanced Heat and Mass Transfer,6704,12,0,1,[],[]
Graduate Seminar,9911,1,1,1,[],[]
Special Topics - Practical Control and Automation,24671,12,0,0,[],[]
Technical Communication for Computer Scientists,15221,9,1,1,[[610]],[]
Current Research in Chemistry,9912,1,1,1,[],[]
Design of Biomechatronic Systems for Humans,24674,12,1,0,[],[]
Micro/Nano Robotics,24675,12,0,1,[],[]
Bio-Inspired Robotics,24676,12,1,0,[],[]
Student Taught Courses (StuCo): How to Get More Out of Life: Manage Your Energy,98237,3,0,1,[],[]
The Structure of Spanish - Graduate Level,82744,9,0,1,[],[]
New Methods in American Studies,76404,9,0,1,[],[]
Defects in Materials,27788,6,1,0,[],[]
The Shale Gas Revolution: Public Policy Challenges,90779,12,1,0,[],[]
Independent Study in HCI - Grad,5689,0,1,1,[],[]
Small Group Study in HCI,5688,0,1,1,[],[]
Graphical Models,36783,6,0,1,[],[]
Environmental Economics,73148,9,0,1,[],[]
Phase Transformations in Solids I,27782,12,0,1,[],[]
METALS Project 1,5681,12,0,1,[],[]
Global Studies Internship,79506,9,1,1,[],[]
The Shale Gas Revolution: Public Policy Challenges,88433,12,1,0,[],[]
Entertainment Technology Center Independent Study,53689,3,1,1,[],[]
Graduate Composition for Theatrical Sound Design 2,54898,6,0,1,[],[]
Architecture Design Studio: Critical Practice Studio,48513,18,0,1,[],[]
Readings,79800,3,1,1,[],[]
Ethics and Policy Issues in Computing,19211,9,0,1,[],[]
Analysis of Uncertain Social Systems,88435,9,0,1,[],[]
Supervised History Teaching,57368,6,1,1,[],[]
Graduate Special Topics in Sound Design,54997,9,1,0,[],[]
Econometrics,73363,9,1,1,"[[21120, 21122, 21256, 36217, 36226, 73100, 73230], [21120, 21122, 21256, 36225, 36226, 73100, 73230], [21120, 21122, 21259, 36217, 36226, 73100, 73230], [21120, 21122, 21259, 36225, 36226, 73100, 73230]]",[]
Civil Engineering Project,12648,3,1,1,[],[]
"Design Thinking, Places, Systems",51172,9,0,1,[[110]],[]
The Films of the Coen Brothers,93769,6,1,0,[],[]
Management Science II,90760,6,0,1,[],[]
Readings in Literature,76910,3,1,1,[],[]
Directed Reading,76911,12,1,1,[],[]
Game Theory,80405,9,0,1,[],[]
PH.D. Thesis,80993,5,1,1,[],[]
Drug Use and Drug Policy,79335,9,0,1,[],[]
Study Abroad,94050,1,0,1,[],[]
Research Methods for Human Centered Design,51744,9,0,1,[],[]
"Germany, Austria and Switzerland in the 20th Century",82323,9,0,1,[[222]],[]
"Contemporary Society in German, Austria and Switzerland",82320,9,1,0,[[222]],[]
Graduate Prototyping,51747,12,1,0,[],[]
Meaning of Form: ID Studio II,51212,9,0,1,[[121]],[]
The Emergence of the German Speaking World,82327,9,1,0,"[[82320], [82323], [82324]]",[]
Directed Reading,80992,3,1,1,[],[]
Generation of Form: Industrial Design I,51211,9,1,0,[[110]],[]
Directed Study in EPP: Undergraduate,19500,0,1,1,[],[]
New Methods in American Studies,76804,9,0,1,[],[]
Topics in Applied Mathematics:,21820,12,1,1,[],[]
Muslims in a Global Context: Southeast Asia:,99337,3,1,0,[],[]
Internship,54995,9,1,0,[],[]
Special Topics: Sustainability and Innovation,19696,9,1,0,[],[]
Special Topics: Marketing for Innovation,19692,6,0,0,[],[]
Managing and Leading Research and Development,19693,12,1,0,[],[]
M.S. Project,19690,3,1,1,[],[]
Special Topics: Finance for Innovation Management II,19691,6,1,0,[],[]
Independent Study,90967,1,1,1,[],[]
Independent Study,90966,1,1,1,[],[]
Independent Study,90965,1,1,1,[],[]
Independent Study,90964,1,1,1,[],[]
Independent Study,90963,1,1,1,[],[]
Independent Study,90962,1,1,1,[],[]
Independent Study,90961,1,1,1,[],[]
Independent Study,90960,1,1,1,[],[]
Learning in Humans and Machines:,85426,9,0,1,"[[15111], [15121], [15122]]",[]
Directed Language Study: Elementary German I or II,82123,12,1,1,[],[]
Freshman Seminar: Introduction to Game Theory & Strategy,88122,9,1,0,[],[]
"Reason, Passion and Cognition",88120,9,0,1,[],[]
BME Design Project,42402,9,0,1,[[240]],[]
Foundation of BME Design,42401,3,1,0,[],[[210]]
Senior BME Research Project,42400,3,1,1,[],[]
Graduate Directing: Text to Stage,54721,3,1,0,[],[]
Powder Processing of Materials,27323,9,0,1,"[[27100], [27202], [27215], [27216]]",[]
"Film, Philosophy and Cognitive Science",86450,9,0,1,[],[]
Beginning Piano for Children,57779,6,1,1,[],[]
MLD Journal Club,10915,6,1,1,[],[]
Korean Culture Through Film,82253,9,0,1,[],[]
Directed Research,10910,12,1,1,[],[]
Introduction to Polymer Science and Engineering,27324,9,1,0,[],[]
Performance Proficiency Test,57777,0,1,0,[],[]
Production Audio,54666,6,0,1,[],[]
Research Training History,79198,9,1,1,[],[]
"Student Taught Courses (StuCo): Miyazaki: Anime Legend, His Life and Work",98233,3,1,1,[],[]
Creative Producing,93866,6,0,1,[],[]
Mosaic Exploration,62344,3,1,1,[],[]
Student Taught Courses (StuCo): Order of the White Lotus,98230,3,1,1,[],[]
Vocal Master Class II,57009,0,1,1,[],[]
Vocal Master Class I,57008,0,1,1,[],[]
Directed Reading,80990,3,1,1,[],[]
Student Taught Courses (StuCo): An Interactive Study of Italian Rapier,98234,3,0,1,[],[]
Discrete Mathematics,21228,9,1,1,[[112]],[]
Entrepreneurship for Scientists,70420,9,1,0,[],[]
Rape Agression Defense Systems (RAD),69129,3,1,1,[],[]
Student Taught Courses (StuCo): Japanese Media: Study of Modern Visual Culture,98238,3,0,1,[],[]
Television Economics,93869,6,1,0,[],[]
Entrepreneurship for Computer Scientists,70421,9,1,0,[],[]
Interactive Art and Computational Design,60412,10,0,1,"[[15110], [60112]]",[]
Digital Photography I,60142,10,1,1,[],[]
Advanced ETB: Animation,60415,10,1,0,[[11]],[]
Advanced ETB: Documentary Storytelling,60416,10,0,1,"[[60110], [60210]]",[]
Black and White Photography I,60141,10,1,1,[],[]
Phylogenetics,3727,12,1,0,[],[]
Special Topics: New Technology Commercialization:  Public Policy Strategies,90869,12,0,0,[],[]
History of Black American Music,57480,6,1,1,[],[]
Intermediate Arabic I,82211,9,1,0,[[211]],[]
Advanced Solfege III,57487,3,1,0,[[718]],[]
Regression Analysis,36707,12,1,0,[],[]
Advanced Solfege IV,57488,3,0,1,[[748]],[]
Intermediate Statistics,36705,12,1,0,[],[]
Statistical Machine Learning,36702,12,0,1,[],[]
Probability and Mathematical Statistics I,36700,12,1,0,[],[]
Introduction to Music Technology (self-paced),57171,6,1,1,[],[]
Advanced Machine Translation Seminar,11734,6,0,1,[],[]
Survey of Western Music History,57173,9,1,0,[],[]
Graduate Seminar on Endangered Languages,11736,6,1,0,[],[]
Machine Translation,11731,12,0,1,[],[]
Business Management(MSIN),46701,3,0,1,[],[]
Multilingual Speech-to-Speech Translation Lab,11733,6,1,0,[],[]
Self-Paced Lab: MT,11732,6,1,0,[],[]
Philosophy of Religion,80276,9,0,1,[],[]
Study Abroad,6051,0,0,1,[],[]
Study Abroad,6050,45,1,0,[],[]
Psychology of Prejudice,85350,9,0,1,[],[]
Philosophy and Psychology,80271,9,1,0,[],[]
Connected Embedded Systems Architecture,96811,12,0,1,[],[]
Low-Power System-on-Chip Architecture,96810,12,1,0,[],[]
Television Lighting Design,54479,2,0,1,[],[]
Parametric Modeling,48624,9,1,0,[],[]
Photographers and Photography Since World War II,62360,9,0,1,[],[]
Trajectories in Photography: Prehistory to 1945,62361,9,1,0,[],[]
Technical Direction III,54477,6,1,0,[[437]],[]
Music History III,57285,9,0,1,[],[[729]]
Drawing for Theatrical Designers,54473,6,1,0,[],[]
Principles o f Marketing,94707,6,1,0,[],[]
Introduction Fusing and Slumping,62453,3,1,1,[],[]
Advanced Systems Neuroscience,3763,12,1,0,"[[3121], [3362], [3762]]",[]
Healthcare Information Systems,94706,12,0,1,[],[]
Laboratory II: Organic Synthesis and Analysis,9222,12,1,1,"[[9217, 9221], [9219, 9221]]","[[9218], [9220]]"
Laboratory I:  Introduction to Chemical Analysis,9221,12,1,1,[[910]],[]
Modern Organic Chemistry II,9220,10,0,1,[[921]],[]
Physics I for Science Students,33111,12,1,1,[],[[112]]
Introduction to Biophysics,3439,9,1,0,"[[3231], [3232]]",[]
Graduate Technical Direction,54873,6,1,0,[],[]
Physics II for Science Students,33112,12,1,1,"[[21120], [33111]]",[[112]]
